variant,run,train_r2,train_rmse,train_mae,test_r2,test_rmse,test_mae,n_selected,elapsed_sec
MSHHO,14,0.515880219815489,2.043197408643421,1.6393014059270046,0.3466551658351431,2.5402009749070102,1.7188165555062735,10,6.200819969177246
MSHHO,15,0.41023843635649304,2.255132936276146,1.8401358301722799,0.29886336448706274,2.631468512450466,1.8841132770437001,1,3.9831840991973877
MSHHO,16,0.6202568743352637,1.8095845338605456,1.4572028463645357,0.20816641963690796,2.796493442796213,1.9564883869441143,6,5.593826055526733
MSHHO,17,0.4445709493652562,2.188508364682515,1.7915717932639492,0.329256116881953,2.5738024382737477,1.8468993892918408,1,4.188149929046631
MSHHO,18,0.4418790245632038,2.193805331989486,1.7895998563820816,0.33017221269431773,2.572044199900277,1.8629076425442184,1,3.8370349407196045
MSHHO,19,0.4385016907962007,2.2004329612792124,1.8067986236096087,0.32161002920877557,2.588430788410171,1.8639423018856627,1,3.8936238288879395
MSHHO,20,0.45052462794753156,2.17674738437587,1.7794250700147396,0.3340498597799686,2.5645885851978627,1.8702296999214891,1,4.117255926132202
MSHHO,21,0.41023843635649304,2.255132936276146,1.8401358301722799,0.29886336448706274,2.631468512450466,1.8841132770437001,1,5.129207134246826
MSHHO,22,0.5522979850194843,1.964845650928282,1.5857812630080663,0.3727578073908784,2.4889403000919215,1.6197112977468717,2,4.710824966430664
MSHHO,23,0.3419056263059127,2.382198815313045,1.9248786443106634,0.23698697069020935,2.74512942250093,2.040875476243096,1,4.113001108169556
MSHHO,24,0.4195504328269233,2.2372584715338872,1.8252216796123104,0.28873083361933094,2.650414743651442,1.916778331225469,1,4.146585702896118
MSHHO,25,0.44544637043767743,2.186783012146296,1.7951827327637215,0.3298374362951706,2.5726868666801637,1.8457513575344624,1,4.344147205352783
MSHHO,26,0.4460846193384904,2.185524239684884,1.7957111492285585,0.3283412173024831,2.575557182814607,1.831459912670882,1,4.141955852508545
MSHHO,27,0.5244899322066686,2.0249475267703554,1.6032190522785572,0.39257262631139167,2.4493115322310595,1.6642620814109217,2,4.593679189682007
MSHHO,28,0.4500411104116425,2.177704901443807,1.785047169880656,0.31892807521490274,2.5935423060645304,1.8944272518852519,1,4.0160298347473145
MSHHO,29,0.4195504328269233,2.2372584715338872,1.8252216796123104,0.28873083361933094,2.650414743651442,1.916778331225469,1,3.9341728687286377
